rep	model	condition	task	regime	edgeprobe	verdict	confidence
3	sonnet	narrow	t1	NI	HIT	passed	0.97
3	sonnet	narrow	t2	NI	HIT	passed	0.90
3	sonnet	narrow	t3	NI	MISS	passed	0.97
3	sonnet	narrow	t4	NI	HIT	passed	0.82
3	sonnet	narrow	t5	INF	INF	gaps_found	0.88
3	sonnet	narrow	t6	NI	MISS	gaps_found	0.92
3	sonnet	narrow	t7	NI	MISS	passed	1.00
4	sonnet	narrow	t1	NI	HIT	passed	0.99
4	sonnet	narrow	t2	NI	HIT	passed	0.92
4	sonnet	narrow	t3	NI	MISS	passed	0.99
4	sonnet	narrow	t4	NI	HIT	passed	0.90
4	sonnet	narrow	t5	INF	INF	gaps_found	0.92
4	sonnet	narrow	t6	NI	MISS	gaps_found	0.88
4	sonnet	narrow	t7	NI	MISS	passed	0.99
5	sonnet	narrow	t1	NI	HIT	passed	0.97
5	sonnet	narrow	t2	NI	HIT	passed	0.90
5	sonnet	narrow	t3	NI	MISS	passed	0.99
5	sonnet	narrow	t4	NI	HIT	passed	0.97
5	sonnet	narrow	t5	INF	INF	gaps_found	0.88
5	sonnet	narrow	t6	NI	MISS	gaps_found	0.87
5	sonnet	narrow	t7	NI	MISS	passed	0.99
1	haiku	narrow	t1	NI	HIT	passed	1.0
1	haiku	narrow	t2	NI	HIT	passed	1.0
1	haiku	narrow	t3	NI	MISS	passed	1.0
1	haiku	narrow	t4	NI	HIT	passed	1.0
1	haiku	narrow	t5	INF	INF	gaps_found	0.75
1	haiku	narrow	t6	NI	MISS	gaps_found	0.85
1	haiku	narrow	t7	NI	MISS	passed	1.0
2	haiku	narrow	t1	NI	HIT	passed	1.0
2	haiku	narrow	t2	NI	HIT	passed	1.0
2	haiku	narrow	t3	NI	MISS	passed	1.0
2	haiku	narrow	t4	NI	HIT	passed	1.0
2	haiku	narrow	t5	INF	INF	gaps_found	0.9
2	haiku	narrow	t6	NI	MISS	gaps_found	0.85
2	haiku	narrow	t7	NI	MISS	passed	1.0
3	haiku	narrow	t1	NI	HIT	passed	0.95
3	haiku	narrow	t2	NI	HIT	passed	0.95
3	haiku	narrow	t3	NI	MISS	passed	0.98
3	haiku	narrow	t4	NI	HIT	passed	0.98
3	haiku	narrow	t5	INF	INF	gaps_found	0.95
3	haiku	narrow	t6	NI	MISS	gaps_found	0.85
3	haiku	narrow	t7	NI	MISS	passed	0.98
4	haiku	narrow	t1	NI	HIT	passed	0.99
4	haiku	narrow	t2	NI	HIT	passed	0.99
4	haiku	narrow	t3	NI	MISS	passed	1.0
4	haiku	narrow	t4	NI	HIT	passed	1.0
4	haiku	narrow	t5	INF	INF	gaps_found	0.95
4	haiku	narrow	t6	NI	MISS	gaps_found	0.92
4	haiku	narrow	t7	NI	MISS	passed	1.0
5	haiku	narrow	t1	NI	HIT	passed	0.95
5	haiku	narrow	t2	NI	HIT	passed	0.95
5	haiku	narrow	t3	NI	MISS	passed	0.95
5	haiku	narrow	t4	NI	HIT	passed	0.95
5	haiku	narrow	t5	INF	INF	gaps_found	0.90
5	haiku	narrow	t6	NI	MISS	gaps_found	0.70
5	haiku	narrow	t7	NI	MISS	passed	0.95
1	opus	surfaced-unresolved	t1	NI	HIT	passed	0.85
1	opus	surfaced-unresolved	t2	NI	HIT	insufficient_spec	0.7
1	opus	surfaced-unresolved	t3	NI	MISS	insufficient_spec	0.7
1	opus	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.65
1	opus	surfaced-unresolved	t5	INF	INF	gaps_found	0.9
1	opus	surfaced-unresolved	t6	NI	MISS	gaps_found	0.8
1	opus	surfaced-unresolved	t7	NI	MISS	passed	0.9
2	opus	surfaced-unresolved	t1	NI	HIT	passed	0.85
2	opus	surfaced-unresolved	t2	NI	HIT	insufficient_spec	0.7
2	opus	surfaced-unresolved	t3	NI	MISS	insufficient_spec	0.6
2	opus	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.6
2	opus	surfaced-unresolved	t5	INF	INF	gaps_found	0.85
2	opus	surfaced-unresolved	t6	NI	MISS	gaps_found	0.75
2	opus	surfaced-unresolved	t7	NI	MISS	passed	0.85
3	opus	surfaced-unresolved	t1	NI	HIT	passed	0.8
3	opus	surfaced-unresolved	t2	NI	HIT	passed	0.78
3	opus	surfaced-unresolved	t3	NI	MISS	insufficient_spec	0.6
3	opus	surfaced-unresolved	t4	NI	HIT	passed	0.68
3	opus	surfaced-unresolved	t5	INF	INF	gaps_found	0.85
3	opus	surfaced-unresolved	t6	NI	MISS	gaps_found	0.7
3	opus	surfaced-unresolved	t7	NI	MISS	passed	0.85
4	opus	surfaced-unresolved	t1	NI	HIT	passed	0.85
4	opus	surfaced-unresolved	t2	NI	HIT	passed	0.8
4	opus	surfaced-unresolved	t3	NI	MISS	passed	0.85
4	opus	surfaced-unresolved	t4	NI	HIT	passed	0.85
4	opus	surfaced-unresolved	t5	INF	INF	gaps_found	0.85
4	opus	surfaced-unresolved	t6	NI	MISS	gaps_found	0.7
4	opus	surfaced-unresolved	t7	NI	MISS	passed	0.9
5	opus	surfaced-unresolved	t1	NI	HIT	passed	0.85
5	opus	surfaced-unresolved	t2	NI	HIT	insufficient_spec	0.6
5	opus	surfaced-unresolved	t3	NI	MISS	insufficient_spec	0.6
5	opus	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.55
5	opus	surfaced-unresolved	t5	INF	INF	gaps_found	0.8
5	opus	surfaced-unresolved	t6	NI	MISS	gaps_found	0.65
5	opus	surfaced-unresolved	t7	NI	MISS	passed	0.9
1	sonnet	surfaced-unresolved	t1	NI	HIT	passed	0.93
1	sonnet	surfaced-unresolved	t2	NI	HIT	passed	0.87
1	sonnet	surfaced-unresolved	t3	NI	MISS	passed	0.90
1	sonnet	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.72
1	sonnet	surfaced-unresolved	t5	INF	INF	gaps_found	0.92
1	sonnet	surfaced-unresolved	t6	NI	MISS	gaps_found	0.93
1	sonnet	surfaced-unresolved	t7	NI	MISS	passed	0.95
2	sonnet	surfaced-unresolved	t1	NI	HIT	passed	0.97
2	sonnet	surfaced-unresolved	t2	NI	HIT	passed	0.95
2	sonnet	surfaced-unresolved	t3	NI	MISS	passed	0.97
2	sonnet	surfaced-unresolved	t4	NI	HIT	passed	0.92
2	sonnet	surfaced-unresolved	t5	INF	INF	gaps_found	0.88
2	sonnet	surfaced-unresolved	t6	NI	MISS	gaps_found	0.93
2	sonnet	surfaced-unresolved	t7	NI	MISS	passed	0.99
3	sonnet	surfaced-unresolved	t1	NI	HIT	passed	0.95
3	sonnet	surfaced-unresolved	t2	NI	HIT	passed	0.92
3	sonnet	surfaced-unresolved	t3	NI	MISS	passed	0.95
3	sonnet	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.78
3	sonnet	surfaced-unresolved	t5	INF	INF	gaps_found	0.88
3	sonnet	surfaced-unresolved	t6	NI	MISS	gaps_found	0.88
3	sonnet	surfaced-unresolved	t7	NI	MISS	passed	0.97
4	sonnet	surfaced-unresolved	t1	NI	HIT	passed	0.92
4	sonnet	surfaced-unresolved	t2	NI	HIT	insufficient_spec	0.82
4	sonnet	surfaced-unresolved	t3	NI	MISS	insufficient_spec	0.80
4	sonnet	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.75
4	sonnet	surfaced-unresolved	t5	INF	INF	gaps_found	0.93
4	sonnet	surfaced-unresolved	t6	NI	MISS	gaps_found	0.90
4	sonnet	surfaced-unresolved	t7	NI	MISS	passed	0.97
5	sonnet	surfaced-unresolved	t1	NI	HIT	passed	0.90
5	sonnet	surfaced-unresolved	t2	NI	HIT	passed	0.85
5	sonnet	surfaced-unresolved	t3	NI	MISS	passed	0.90
5	sonnet	surfaced-unresolved	t4	NI	HIT	passed	0.82
5	sonnet	surfaced-unresolved	t5	INF	INF	gaps_found	0.92
5	sonnet	surfaced-unresolved	t6	NI	MISS	gaps_found	0.95
5	sonnet	surfaced-unresolved	t7	NI	MISS	passed	0.95
1	haiku	surfaced-unresolved	t1	NI	HIT	passed	0.99
1	haiku	surfaced-unresolved	t2	NI	HIT	passed	0.95
1	haiku	surfaced-unresolved	t3	NI	MISS	passed	0.99
1	haiku	surfaced-unresolved	t4	NI	HIT	passed	0.99
1	haiku	surfaced-unresolved	t5	INF	INF	gaps_found	0.95
1	haiku	surfaced-unresolved	t6	NI	MISS	gaps_found	0.80
1	haiku	surfaced-unresolved	t7	NI	MISS	passed	0.99
2	haiku	surfaced-unresolved	t1	NI	HIT	passed	0.95
2	haiku	surfaced-unresolved	t2	NI	HIT	passed	0.95
2	haiku	surfaced-unresolved	t3	NI	MISS	passed	0.95
2	haiku	surfaced-unresolved	t4	NI	HIT	passed	0.95
2	haiku	surfaced-unresolved	t5	INF	INF	gaps_found	0.9
2	haiku	surfaced-unresolved	t6	NI	MISS	gaps_found	0.8
2	haiku	surfaced-unresolved	t7	NI	MISS	passed	0.95
3	haiku	surfaced-unresolved	t1	NI	HIT	passed	0.95
3	haiku	surfaced-unresolved	t2	NI	HIT	passed	0.95
3	haiku	surfaced-unresolved	t3	NI	MISS	passed	0.95
3	haiku	surfaced-unresolved	t4	NI	HIT	passed	0.95
3	haiku	surfaced-unresolved	t5	INF	INF	gaps_found	0.95
3	haiku	surfaced-unresolved	t6	NI	MISS	passed	0.95
3	haiku	surfaced-unresolved	t7	NI	MISS	passed	0.95
4	haiku	surfaced-unresolved	t1	NI	HIT	passed	0.95
4	haiku	surfaced-unresolved	t2	NI	HIT	insufficient_spec	0.90
4	haiku	surfaced-unresolved	t3	NI	MISS	passed	0.95
4	haiku	surfaced-unresolved	t4	NI	HIT	insufficient_spec	0.85
4	haiku	surfaced-unresolved	t5	INF	INF	insufficient_spec	0.80
4	haiku	surfaced-unresolved	t6	NI	MISS	insufficient_spec	0.85
4	haiku	surfaced-unresolved	t7	NI	MISS	insufficient_spec	0.85
5	haiku	surfaced-unresolved	t1	NI	HIT	passed	0.95
5	haiku	surfaced-unresolved	t2	NI	HIT	passed	0.95
5	haiku	surfaced-unresolved	t3	NI	MISS	passed	0.98
5	haiku	surfaced-unresolved	t4	NI	HIT	passed	0.98
5	haiku	surfaced-unresolved	t5	INF	INF	gaps_found	0.90
5	haiku	surfaced-unresolved	t6	NI	MISS	gaps_found	0.80
5	haiku	surfaced-unresolved	t7	NI	MISS	passed	0.98
1	opus	surfaced-resolved	t1	NI	HIT	gaps_found	0.97
1	opus	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
1	opus	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
1	opus	surfaced-resolved	t4	NI	HIT	gaps_found	0.96
1	opus	surfaced-resolved	t6	NI	MISS	gaps_found	0.97
1	opus	surfaced-resolved	t7	NI	MISS	gaps_found	0.98
2	opus	surfaced-resolved	t1	NI	HIT	gaps_found	0.97
2	opus	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
2	opus	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
2	opus	surfaced-resolved	t4	NI	HIT	gaps_found	0.96
2	opus	surfaced-resolved	t6	NI	MISS	gaps_found	0.98
2	opus	surfaced-resolved	t7	NI	MISS	gaps_found	0.98
3	opus	surfaced-resolved	t1	NI	HIT	gaps_found	0.97
3	opus	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
3	opus	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
3	opus	surfaced-resolved	t4	NI	HIT	gaps_found	0.95
3	opus	surfaced-resolved	t6	NI	MISS	gaps_found	0.98
3	opus	surfaced-resolved	t7	NI	MISS	gaps_found	0.98
4	opus	surfaced-resolved	t1	NI	HIT	gaps_found	0.96
4	opus	surfaced-resolved	t2	NI	HIT	gaps_found	0.97
4	opus	surfaced-resolved	t3	NI	MISS	gaps_found	0.97
4	opus	surfaced-resolved	t4	NI	HIT	gaps_found	0.95
4	opus	surfaced-resolved	t6	NI	MISS	gaps_found	0.97
4	opus	surfaced-resolved	t7	NI	MISS	gaps_found	0.97
5	opus	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
5	opus	surfaced-resolved	t2	NI	HIT	gaps_found	0.97
5	opus	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
5	opus	surfaced-resolved	t4	NI	HIT	gaps_found	0.95
5	opus	surfaced-resolved	t6	NI	MISS	gaps_found	0.97
5	opus	surfaced-resolved	t7	NI	MISS	gaps_found	0.97
1	sonnet	surfaced-resolved	t1	NI	HIT	gaps_found	0.90
1	sonnet	surfaced-resolved	t2	NI	HIT	gaps_found	0.97
1	sonnet	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
1	sonnet	surfaced-resolved	t4	NI	HIT	gaps_found	0.95
1	sonnet	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
1	sonnet	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
2	sonnet	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
2	sonnet	surfaced-resolved	t2	NI	HIT	gaps_found	0.97
2	sonnet	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
2	sonnet	surfaced-resolved	t4	NI	HIT	gaps_found	0.97
2	sonnet	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
2	sonnet	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
3	sonnet	surfaced-resolved	t1	NI	HIT	gaps_found	0.97
3	sonnet	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
3	sonnet	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
3	sonnet	surfaced-resolved	t4	NI	HIT	gaps_found	0.97
3	sonnet	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
3	sonnet	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
4	sonnet	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
4	sonnet	surfaced-resolved	t2	NI	HIT	gaps_found	0.97
4	sonnet	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
4	sonnet	surfaced-resolved	t4	NI	HIT	gaps_found	0.97
4	sonnet	surfaced-resolved	t6	NI	MISS	gaps_found	0.98
4	sonnet	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
5	sonnet	surfaced-resolved	t1	NI	HIT	gaps_found	0.90
5	sonnet	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
5	sonnet	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
5	sonnet	surfaced-resolved	t4	NI	HIT	gaps_found	0.99
5	sonnet	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
5	sonnet	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
1	haiku	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
1	haiku	surfaced-resolved	t2	NI	HIT	gaps_found	0.99
1	haiku	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
1	haiku	surfaced-resolved	t4	NI	HIT	gaps_found	0.95
1	haiku	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
1	haiku	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
2	haiku	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
2	haiku	surfaced-resolved	t2	NI	HIT	gaps_found	0.99
2	haiku	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
2	haiku	surfaced-resolved	t4	NI	HIT	gaps_found	0.92
2	haiku	surfaced-resolved	t6	NI	MISS	gaps_found	0.99
2	haiku	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
3	haiku	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
3	haiku	surfaced-resolved	t2	NI	HIT	gaps_found	0.95
3	haiku	surfaced-resolved	t3	NI	MISS	gaps_found	0.98
3	haiku	surfaced-resolved	t4	NI	HIT	gaps_found	0.90
3	haiku	surfaced-resolved	t6	NI	MISS	gaps_found	0.98
3	haiku	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
4	haiku	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
4	haiku	surfaced-resolved	t2	NI	HIT	gaps_found	0.98
4	haiku	surfaced-resolved	t3	NI	MISS	gaps_found	0.99
4	haiku	surfaced-resolved	t4	NI	HIT	gaps_found	0.92
4	haiku	surfaced-resolved	t6	NI	MISS	gaps_found	0.98
4	haiku	surfaced-resolved	t7	NI	MISS	gaps_found	0.99
5	haiku	surfaced-resolved	t1	NI	HIT	gaps_found	0.95
5	haiku	surfaced-resolved	t2	NI	HIT	gaps_found	0.95
5	haiku	surfaced-resolved	t3	NI	MISS	gaps_found	0.95
5	haiku	surfaced-resolved	t4	NI	HIT	gaps_found	0.90
5	haiku	surfaced-resolved	t6	NI	MISS	gaps_found	0.95
5	haiku	surfaced-resolved	t7	NI	MISS	gaps_found	0.95
